0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
1.0,0.9676160104649778,0.923033872437002,0.8778388996276965,0.8696228598678832,0.8992780183741891,0.9477776317135662,0.9725322176691815,0.9673523062536953,0.8980351865003655,0.8235578438990929,0.7580800548724298,0.6724344202569723,0.5838479502864757,0.5180308521344301,0.4526342151567855,0.3826422238752256,0.28843132372157143,0.2219197918936171,0.15483775173580572,0.08089581189356654,0.03146843763629015,0.0017262233768109425,0.0,0.03654300233259811,0.1315280085107169,0.21113607831468784,0.2772349525499811,0.3531946156453758,0.41950351100986794,0.4678282870747861,0.43134645855016096,0.35412368880064715,0.2919095457713379,0.30831710328376705,0.3595885207164633,0.42561778674727435,0.5116604506419025,0.6033373254350085,0.6744131605568198,0.7717042622307044,0.8557691146493012,0.8782226503065775,0.9108728488845337,0.9558490482689255,0.9983297072508863,0.9766051654125443,0.9958929764975588,0.9795963961827585,0.9729267408418281,0.9697535031244175,0.9407810728793153,0.9159287938885914,0.867581965540106,0.8300031976683675,0.7870715070691494,0.7530219644785241,0.7207171747663379,0.6954518402502483,0.6948548919795163,0.7034161182448102,0.7358944373578975,0.7801779882853763,0.826470565899788,0.8614837935328001,0.9001081226483727,0.9033993534593181,0.8997715772236896,0.8712611403007342,0.8674098692367345,0.8385536517070129,0.8166110410122549,0.7993061653839453,0.7991220241443147,0.7991220241443147,0.7991220241443147,0.7981694145821248,0.7710994590481324,0.7643708495427788,0.7643623989258614,0.7624231737044633,0.7336591934535326,0.7520796020290357,0.731368619011926,0.6962830884209543,0.6715495597320063,0.6911351352735062,0.73961444509548,0.7640028532728174,0.7643626353091006,0.7643626353091006,0.7643626796309588,0.7648182989121288,0.7891569864583969,0.7991035982378474,0.7943219181355214,0.7665153483657585,0.7641085362628699,0.7411272539292195,0.6800682535329008,0.6602178480475969,0.6602607986602766,0.6772434783960506,0.695533773499224,0.7209906506796235,0.7028183048993757,0.6280865803728641,0.5732208893923882,0.49551938057552203,0.42164745670039583,0.360411891829413,0.2928931865039006,0.22837224980789816,0.21008071174651288,0.25922721108997315,0.342853920144055,0.4203471869779136,0.5181902374413543,0.5857000281860536,0.5919730629082736,0.623867281183859,0.672705502767994,0.7196750602979582,0.7519427026881873,0.7643345450611747,0.7607885821381428,0.7330710263825253,0.7561825299623433,0.7438189329927853,0.7014064556507087,0.6800394618235925,0.6479085646904394,0.615396893792318,0.5684281439050851,0.5262690576217652,0.5212733032980843,0.539489872796965,0.5322807874642672,0.5525634558948349,0.601359199303583,0.6507319291546603,0.699547702247675,0.7303764892767548,0.7579006444739331,0.7643618539311747,0.7643626353091006,0.7643216776095576,0.7486657760762299,0.7366000288085699,0.7634144187399468,0.7643633053225019,0.767091910039106,0.7957658508535213,0.7991211869536787,0.7955751427586915,0.767015760384135,0.7643629021962282,0.7643626353091006,0.7643724044584088,0.7715347580698833,0.7733866361224431,0.7650923479198486,0.7907904896505888,0.8228207271208712,0.8338592072569746,0.8338814129795287,0.8335219141106656,0.8116161050934503,0.8247820837268813,0.8442530074352339,0.8519846994659313,0.8411722788497142,0.8677277784363815,0.8691617365506019,0.8937593186456922,0.8972213474435939,0.869582067398631,0.8393060350045713,0.7908142924550923,0.7633332436611733,0.7341454276459158,0.7416018401431348,0.8021951499062663,0.8569601208930226,0.9023606252195968,0.9022314872383683,0.8656209365177512,0.7891228495949827,0.7227300309583065,0.6542745995866914,0.5681706098651924,0.4942722848856915,0.3973933514183159,0.32604871883451914,0.23945042913907866,0.20858950014653121,0.22698282743971188,0.3046559442111958,0.38057490138497396,0.47831150539681655,0.558393811039477,0.6403592448849409,0.7343634659649796,0.7669903781840901,0.808342266178494,0.8722738574678077,0.9205530206791446,0.9381940322832429,0.9513112884215218,0.9726955956021461,0.9721025415423021,0.9460763357354933,0.9381692999288012,0.9358657881155903,0.9054709786249253,0.8666639514466308,0.8181823152024235,0.7846906911031759,0.7646103199927596,0.7623142009333765,0.733512351134137,0.755721559419106,0.7974480667487018,0.8477782057314966,0.8850533249226968,0.9033486912193833,0.9023157912966866,0.8742351315924486,0.8634930101794813,0.8358696273408519,0.8227072978502346,0.813035599496378,0.8336924701312141,0.8277842273117964,0.8090880101184581,0.8331134420904158,0.8338814129795287,0.8338030131353538,0.814356847674131,0.8213858879797815,0.8338524636790279,0.8304163325796576,0.8025898040529524,0.8254858028786334,0.814536806288662,0.7992568270791214,0.8007630559714913,0.8245854136187036,0.8061981934845814,0.8245818430717025,0.8000887911511292,0.7991221070426038,0.7991216630032554,0.7961472670431826,0.7672877456979803
